Symbol,Synonym Symbol,Scientific Name with Author,Common Name,Family
DEBA9,,Delphinium basalticum Warnock,basalt larkspur,Ranunculaceae
DEBE2,,Deschampsia beringensis HultÃ©n,Bering's tufted hairgrass,Poaceae
DEBE2,DECAB,"Deschampsia caespitosa (L.) P. Beauv. ssp. beringensis (HultÃ©n) W.E. Lawrence, orth. var.",,
DEBE2,DECEB,Deschampsia cespitosa (L.) P. Beauv. ssp. beringensis (HultÃ©n) W.E. Lawrence,,
DEBI,,Delphinium bicolor Nutt.,little larkspur,Ranunculaceae
DEBI3,,Dennstaedtia bipinnata (Cav.) Maxon,cuplet fern,Dennstaedtiaceae
DEBI3,DEAD2,Dennstaedtia adiantoides (Humb. & Bonpl. ex Willd.) T. Moore,,
DEBI4,,Dendropemon bicolor Krug & Urb.,Puerto Rico leechbush,Loranthaceae
DEBI4,PHBI5,Phthirusa bicolor (Krug & Urb.) Engl.,,
DEBI5,,Desmostachya bipinnata (L.) Stapf,,Poaceae
DEBI7,,Dendrobium bigibbum Lindl.,,Orchidaceae
DEBI8,,Desmanthus bicornutus S. Watson,two-horn bundleflower,Fabaceae
DEBIB,,Delphinium bicolor Nutt. ssp. bicolor,little larkspur,Ranunculaceae
DEBIB,DENUP,Delphinium nuttallianum Pritz. ex Walp. var. pilosa C.L. Hitchc.,,
DEBIC,,Delphinium bicolor Nutt. ssp. calcicola Warnock & Vanderhorst,little larkspur,Ranunculaceae
DEBR,,Delphinium brachycentrum Ledeb.,northern larkspur,Ranunculaceae
DEBR,DERU2,Delphinium ruthiae A. Nelson,,
DEBR2,,Deschampsia brevifolia R. Br.,Bering hairgrass,Poaceae
DEBR2,DECAB2,"Deschampsia caespitosa (L.) P. Beauv. ssp. brevifolia (R. Br.) Tzvelev, orth. var.",,
DEBR2,DECEB3,Deschampsia cespitosa (L.) P. Beauv. ssp. brevifolia (R. Br.) Tzvelev,,
DEBU,,Delphinium Ã—burkei Greene (pro sp.),larkspur,Ranunculaceae
DEBU,DEBUD,Delphinium burkei Greene ssp. distichiflorum (Hook.) Ewan,,
DEBU,DEBUD2,Delphinium burkei Greene var. distichiflorum (Hook.) H. St. John,,
DEBU,DEST3,Delphinium strictum A. Nelson,,
DEBU,DESTD,Delphinium strictum A. Nelson var. distichiflorum (Hook.) H. St. John,,
DECA,,Delphinium californicum Torr. & A. Gray,California larkspur,Ranunculaceae
DECA15,,Desmodium cajanifolium (Kunth) DC.,tropical ticktrefoil,Fabaceae
DECA16,,Dermiscellum catawbense (Willey) Hafellner & Poelt,Catawba dermiscellum lichen,Physciaceae
DECA16,DECA17,Dermatiscum catawbense (Willey) Nyl.,,
DECA19,,Desmodium campylocaulon F. Muell. ex Benth.,,Fabaceae
DECA2,,Delphinium cardinale Hook.,scarlet larkspur,Ranunculaceae
DECA3,,Delphinium carolinianum Walter,Carolina larkspur,Ranunculaceae
DECA4,,Deparia cataracticola M. Kato,false spleenwort,Dryopteridaceae
DECA6,,Descurainia californica (A. Gray) O.E. Schulz,Sierra tansymustard,Brassicaceae
DECA8,,Desmodium canescens (L.) DC.,hoary ticktrefoil,Fabaceae
DECA8,DECAH,Desmodium canescens (L.) DC. var. hirsutum (Hook.) B.L. Rob.,,
DECA8,DECAV3,Desmodium canescens (L.) DC. var. villosissimum Torr. & A. Gray,,
DECA8,MECA16,Meibomia canescens (L.) Kuntze,,
DECA9,,Dendropemon caribaeus Krug & Urb.,four-angle leechbush,Loranthaceae
DECA9,PHCA22,Phthirusa caribaea (Krug & Urb.) Engl.,,
DECAC,,Delphinium californicum Torr. & A. Gray ssp. californicum,California larkspur,Ranunculaceae
DECAC2,,Delphinium carolinianum Walter ssp. calciphilum Warnock,Carolina larkspur,Ranunculaceae
DECAC3,,Delphinium carolinianum Walter ssp. carolinianum,Carolina larkspur,Ranunculaceae
DECAC3,DEAZ,Delphinium azureum Michx.,,
DECAC3,DEAZN,Delphinium azureum Michx. var. nortonianum (Mack. & Bush) Palmer & Steyerm.,,
DECAC3,DECAC4,Delphinium carolinianum Walter var. crispum L.M. Perry,,
DECAC3,DECAN,Delphinium carolinianum Walter var. nortonianum (Mack. & Bush) L.M. Perry,,
DECAI,,Delphinium californicum Torr. & A. Gray ssp. interius (Eastw.) Ewan,California larkspur,Ranunculaceae
DECAI,DECAI2,Delphinium californicum Torr. & A. Gray var. interius Eastw.,,
DECAS2,,Decaspermum J.R. Forst. & G. Forst.,,Myrtaceae
DECAV,,Delphinium carolinianum Walter ssp. vimineum (D. Don) Warnock,Carolina larkspur,Ranunculaceae
DECAV,DEVI5,Delphinium vimineum D. Don,,
DECAV,DEVIV2,Delphinium virescens Nutt. var. vimineum (D. Don) R.F. Martin,,
DECAV2,,Delphinium carolinianum Walter ssp. virescens (Nutt.) R.E. Brooks,Carolina larkspur,Ranunculaceae
DECAV2,DEAL4,Delphinium albescens Rydb.,,
DECAV2,DECAP,Delphinium carolinianum Walter ssp. penardii (Huth) Warnock,,
DECAV2,DEPE,Delphinium penardii Huth,,
DECAV2,DEVI,Delphinium virescens Nutt.,,
DECAV2,DEVIM,Delphinium virescens Nutt. var. macroceratilis (Rydb.) Cory,,
DECAV2,DEVIP,Delphinium virescens Nutt. var. penardii (Huth) L.M. Perry,,
DECAV2,DEVIP2,Delphinium virescens Nutt. ssp. penardii (Huth) Ewan,,
Dec-70,,Desmatodon cernuus (HÃ¼b.) Bruch & Schimp.,desmatodon moss,Pottiaceae
DECH,,Delphinium chamissonis Pritz. ex Walp.,Chamisso's larkspur,Ranunculaceae
DECI2,,Desmodium cinerascens A. Gray,spiked ticktrefoil,Fabaceae
DECI2,MECI8,Meibomia cinerascens (A. Gray) Kuntze,,
DECI3,,Dennstaedtia cicutaria (Sw.) T. Moore,tropical hayscented fern,Dennstaedtiaceae
DECI3,DERU3,Dennstaedtia rubiginosa (Kaulf.) T. Moore,,
DECI6,,Desmodium cinereum (Kunth) DC.,,Fabaceae
DECIC,,Desmodium ciliare (Muhl. ex Willd.) DC. var. ciliare,hairy small-leaf ticktrefoil,Fabaceae
DECIC,MECI7,Meibomia ciliaris (Muhl. ex Willd.) S.F. Blake,,
DECIL,,Desmodium ciliare (Muhl. ex Willd.) DC. var. lancifolium Fernald & B.G. Schub.,lanceleaf ticktrefoil,Fabaceae
DECL,,Deinandra clementina (Brandegee) B.G. Baldw.,Catalina tarweed,Asteraceae
DECL,HECL,Hemizonia clementina Brandegee,,
DECO10,,Desmatodon convolutus (Brid.) Grout,convolute desmatodon moss,Pottiaceae
DECO12,,Deiregyne confusa Garay,confusing lady's tresses,Orchidaceae
DECO12,DEDU,Deiregyne durangensis (Ames & C. Schweinf.) Garay,,
DECO12,FUCO3,Funkiella confusa (Garay) Szlach.,,
DECO12,SPCO15,Spiranthes confusa (Garay) Kartesz & Gandhi,,
DECO12,SPDU,Spiranthes durangensis Ames & C. Schweinf.,,
DECO13,,Deinandra conjugens (D.D. Keck) B.G. Baldw.,Otay tarweed,Asteraceae
DECO13,HECO8,Hemizonia conjugens D.D. Keck,,
DECO14,,Deinandra corymbosa (DC.) B.G. Baldw.,coastal tarweed,Asteraceae
DECO2,,Desmanthus cooleyi (Eaton) Trel.,Cooley's bundleflower,Fabaceae
DECO3,,Delphinium Ã—confertiflorum Wooton (pro sp.),,Ranunculaceae
DECO4,,Desmanthus covillei (Britton & Rose) Wiggins ex B.L. Turner,Coville's bundleflower,Fabaceae
DECOC2,,Deinandra corymbosa (DC.) B.G. Baldw. ssp. corymbosa,coastal tarweed,Asteraceae
DECOC2,HECO9,Hemizonia corymbosa (DC.) Torr. & A. Gray,,
DECOC2,HECOC3,Hemizonia corymbosa (DC.) Torr. & A. Gray ssp. corymbosa,,
DECOD,,Decodon J.F. Gmel.,decodon,Lythraceae
DECOM,,Deinandra corymbosa (DC.) B.G. Baldw. ssp. macrocephala (Nutt.) B.G. Baldw.,coastal tarweed,Asteraceae
DECOM,HECOM,Hemizonia corymbosa (DC.) Torr. & A. Gray ssp. macrocephala (Nutt.) D.D. Keck,,
DECR,,Deutzia crenata Siebold & Zucc.,crenate pride-of-Rochester,Hydrangeaceae
DECU,,Desmodium cuspidatum (Muhl. ex Willd.) DC. ex D. Don,largebract ticktrefoil,Fabaceae
DECU2,,Desmodium cubense Griseb.,Cuban ticktrefoil,Fabaceae
DECU2,MECU2,Meibomia cubensis (Griseb.) Schindl.,,
DECU3,,Desmodium cuneatum Hook. & Arn.,,Fabaceae
DECUC,,Desmodium cuspidatum (Muhl. ex Willd.) DC. ex D. Don var. cuspidatum,largebract ticktrefoil,Fabaceae
DECUC,DEBR5,Desmodium bracteosum (Michx.) DC.,,
DECUC,DEGR4,Desmodium grandiflorum DC.,,
DECUC,HEGR80,"Hedysarum grandiflorum Walter, non Pall., nom. illeg.",,
DECUC,MEBR3,Meibomia bracteosa (Michx.) Kuntze,,
DECUC,MEGR4,Meibomia grandiflora (DC.) Kuntze,,
DECUL,,Desmodium cuspidatum (Muhl. ex Willd.) DC. ex D. Don var. longifolium (Torr. & A. Gray) B.G. Schub.,largebract ticktrefoil,Fabaceae
DECUL,DEBRL,Desmodium bracteosum (Michx.) DC. var. longifolium (Torr. & A. Gray) B.L. Rob.,,
DECUL,DELO,Desmodium longifolium (Torr. & A. Gray) Smyth,,
DECUL,MELO6,Meibomia longifolia (Torr. & A. Gray) Vail,,
DECUM,,Decumaria L.,decumaria,Hydrangeaceae
DEDA,,Deschampsia danthonioides (Trin.) Munro,annual hairgrass,Poaceae
DEDA,AIDA,Aira danthonioides Trin.,,
DEDA,DECA10,Deschampsia calycina J. Presl,,
DEDA,DEDAG,Deschampsia danthonioides (Trin.) Munro var. gracilis (Vasey) Munz,,
DEDE,,Delphinium decorum Fisch. & C.A. Mey.,coastal larkspur,Ranunculaceae
DEDE2,,Delphinium depauperatum Nutt.,slim larkspur,Ranunculaceae
DEDE2,DECY,Delphinium cyanoreios Piper,,
DEDE2,DEDI8,Delphinium diversifolium Greene,,
DEDE2,DEDIH,Delphinium diversifolium Greene ssp. harneyense Ewan,,
DEDE2,DEDIH2,Delphinium diversifolium Greene var. harneyense (Ewan) R.J. Davis,,
DEDEC,,Dedeckera Reveal & J.T. Howell,July gold,Polygonaceae
DEDED,,Delphinium decorum Fisch. & C.A. Mey. ssp. decorum,coastal larkspur,Ranunculaceae
DEDET,,Delphinium decorum Fisch. & C.A. Mey. ssp. tracyi Ewan,coastal larkspur,Ranunculaceae
DEDI10,,Desmodium distortum (Aubl.) J.F. Macbr.,,Fabaceae
DEDI11,,Delphinium distichum Geyer ex Hook.,twospike larkspur,Ranunculaceae
DEDI14,,Dendrobium discolor Lindl.,,Orchidaceae
DEDI3,,Delphinium Ã—diversicolor Rydb.,larkspur,Ranunculaceae
DEDI9,,Desmodium discolor Vogel,horse marmalade,Fabaceae
DEDO,,Dendrophthora domingensis (Spreng.) Eichl.,Cuban tree destroyer,Loranthaceae
DEEL,,Deschampsia elongata (Hook.) Munro,slender hairgrass,Poaceae
DEEL,AIEL3,Aira elongata Hook.,,
DEEL2,,Delphinium elatum L.,candle larkspur,Ranunculaceae
DEEL3,,Derris elliptica (Wall.) Benth.,derris,Fabaceae
DEEL6,,Desmodium elegans DC.,,Fabaceae
DEEL6,DETI2,Desmodium tiliifolium (D. Don) G. Don,,
DEERI,,Deeringothamnus Small,false pawpaw,Annonaceae
DEERI2,,Deeringia R. Br.,,Amaranthaceae
DEEU,,Dedeckera eurekensis Reveal & J.T. Howell,July gold,Polygonaceae
DEEX,,Delphinium exaltatum Aiton,tall larkspur,Ranunculaceae
DEFA,,Delissea fallax Hillebr.,Hawai'i delissea,Campanulaceae
DEFE,,Desmodium fernaldii B.G. Schub.,Fernald's ticktrefoil,Fabaceae
DEFE,DERH,Desmodium rhombifolium auct. non (Elliott) DC.,,
DEFE,MERH,Meibomia rhombifolia sensu Vail,,
DEFE2,,Deparia fenzliana (Luerss.) M. Kato,Fenzl's false spleenwort,Dryopteridaceae
DEFE2,ASFE5,Asplenium fenzlianum Luerss.,,
DEFE2,ATFE2,Athyrium fenzlianum (Luerss.) O. Deg. & I. Deg.,,
DEFE2,DIFE2,Diplazium fenzlianum (Luerss.) C. Chr.,,
DEFE3,,Derris ferruginea (Roxb.) Benth.,derris,Fabaceae
DEFL,,Deschampsia flexuosa (L.) Trin.,wavy hairgrass,Poaceae
DEFL2,,Dendrophthora flagelliformis (Lam.) Krug & Urb.,Caribbean tree destroyer,Loranthaceae
DEFL2,DEWR2,Dendrophthora wrightii Eichl.,,
DEFL3,,Desmodium floridanum Chapm.,Florida ticktrefoil,Fabaceae
DEFL3,MEFL2,Meibomia floridana (Chapm.) Kuntze,,
DEFL3,MERH2,Meibomia rhombifolia Vail p.p.,,
DEFLF,,Deschampsia flexuosa (L.) Trin. var. flexuosa,wavy hairgrass,Poaceae
DEFLF,AIFL,Aira flexuosa L.,,
DEFLF,AVFL2,Avenella flexuosa (L.) Drejer,,
DEFLF,LEFL5,Lerchenfeldia flexuosa (L.) Schur,,
DEFLM,,Deschampsia flexuosa (L.) Trin. var. montana (L.) Ducomm.,mountain wavy hairgrass,Poaceae
DEFLM,AVFLM,Avenella flexuosa (L.) Drejer ssp. montana (L.) Ã. LÃ¶ve & D. LÃ¶ve,,
DEFLM,DEFLM2,Deschampsia flexuosa (L.) Trin. ssp. montana (L.) Ã. LÃ¶ve & D. LÃ¶ve,,
DEFLM,DEFLP,Deschampsia flexuosa (L.) Trin. var. pallida Berl.,,
DEFLM,LEFLM,Lerchenfeldia flexuosa (L.) Schur ssp. montana (L.) Tzvelev,,
DEFO4,,Delphinium formosum Boiss. & A. Huet. [excluded],,Ranunculaceae
DEFR3,,Decaspermum fruticosum J.R. Forst.,,Myrtaceae
DEGA2,,Desmodium gangeticum (L.) DC.,,Fabaceae
DEGE,,Delphinium geraniifolium Rydb.,Clark Valley larkspur,Ranunculaceae
DEGE,DEAM3,Delphinium amplibracteatum Wooton,,
DEGE,DETEA,Delphinium tenuisectum Greene ssp. amplibracteatum (Wooton) Ewan,,
DEGE2,,Delphinium geyeri Greene,Geyer's larkspur,Ranunculaceae
DEGEL,,Degelia Arv. & D.J. Galloway,degelia lichen,Pannariaceae
DEGI2,,Dendrocalamus gigantea Munro [excluded],,Poaceae
DEGL,,Delphinium glareosum Greene,Olympic larkspur,Ranunculaceae
DEGL,DECA11,Delphinium caprorum Ewan,,
DEGL,DEGLC,Delphinium glareosum Greene ssp. caprorum (Ewan) Ewan,,
DEGL,DEGLC2,Delphinium glareosum Greene var. caprorum (Ewan) W.H. Baker,,
DEGL11,,Deutzia glabrata Kom.,,Hydrangeaceae
DEGL2,,Delphinium glaucescens Rydb.,smooth larkspur,Ranunculaceae
DEGL3,,Delphinium glaucum S. Watson,Sierra larkspur,Ranunculaceae
DEGL3,DEBR4,Delphinium brownii Rydb.,,
DEGL3,DESC7,Delphinium scopulorum auct. non A. Gray,,
DEGL3,DESCG,Delphinium scopulorum A. Gray var. glaucum (S. Watson) A. Gray,,
DEGL5,,Desmodium glutinosum (Muhl. ex Willd.) Alph. Wood,pointedleaf ticktrefoil,Fabaceae
DEGL5,DEAC2,Desmodium acuminatum (Michx.) DC.,,
DEGL5,HYGL,Hylodesmum glutinosum (Muhl. ex Willd.) H. Ohashi & R.R. Mill,,
DEGL5,MEAC2,Meibomia acuminata (Michx.) S.F. Blake,,
DEGL5,MEGR6,Meibomia grandiflora auct. non (Walter) Kuntze,,
DEGL6,,Dennstaedtia globulifera (Poir.) Hieron.,southern hayscented fern,Dennstaedtiaceae
DEGL7,,Desmodium glabrum (Mill.) DC.,zarzabacoa dulce,Fabaceae
DEGL7,DEMO2,Desmodium molle (Vahl) DC.,,
DEGL7,HEMO10,Hedysarum molle Vahl,,
DEGL7,MEGL3,Meibomia glabra (Mill.) Kuntze,,
DEGL7,MEMO7,Meibomia mollis (Vahl) Kuntze,,
DEGL8,,Desmanthus glandulosus (B.L. Turner) Luckow,glandular bundleflower,Fabaceae
DEGL8,DEVIG,Desmanthus virgatus (L.) Willd. var. glandulosus B.L. Turner,,
DEGR,,Delphinium gracilentum Greene,pine forest larkspur,Ranunculaceae
DEGR,DEGR7,Delphinium greenei Eastw.,,
DEGR,DEPAG,Delphinium patens Benth. ssp. greenei (Eastw.) Ewan,,
DEGR,DEPR,Delphinium pratense Eastw.,,
DEGR10,,Dendrobazzania griffithiana (Steph.) R.M. Schust. & W.B. Schofield,,Lepidoziaceae
DEGR2,,Desmodium grahamii A. Gray,Graham's ticktrefoil,Fabaceae
DEGR2,MEGR7,Meibomia grahamii (A. Gray) Kuntze,,
DEGR3,,Deutzia gracilis Siebold & Zucc.,slender pride of Rochester,Hydrangeaceae
DEGR5,,Desmodium gramineum A. Gray,grassleaf ticktrefoil,Fabaceae
DEGR5,DEANG,Desmodium angustifolium (Kunth) DC. var. gramineum (A. Gray) B.G. Schub.,,
DEGR5,MEGR5,Meibomia graminea (A. Gray) Kuntze,,
DEGR80,,Delphinium grandiflorum L.,Siberian larkspur,Ranunculaceae
DEGU,,Desmatodon guepinii Bruch & Schimp.,Guepin's desmatodon moss,Pottiaceae
DEGY,,Delphinium gypsophilum Ewan,Pinoche Creek larkspur,Ranunculaceae
DEGYG,,Delphinium gypsophilum Ewan ssp. gypsophilum,Pinoche Creek larkspur,Ranunculaceae
DEGYP,,Delphinium gypsophilum Ewan ssp. parviflorum F.H. Lewis & Epling,Pinoche Creek larkspur,Ranunculaceae
DEHA,,Delphinium hansenii (Greene) Greene,Eldorado larkspur,Ranunculaceae
DEHA3,,Dendromecon harfordii Kellogg,Harford's tree poppy,Papaveraceae
DEHA3,DERIH,Dendromecon rigida Benth. ssp. harfordii (Kellogg) P.H. Raven,,
DEHA4,,Desmodium hassleri (Schindl.) Burkart,,Fabaceae
DEHA7,,Deinandra halliana (D.D. Keck) B.G. Baldw.,Hall's tarweed,Asteraceae
DEHA7,HEHA,Hemizonia halliana D.D. Keck,,
DEHAE,,Delphinium hansenii (Greene) Greene ssp. ewanianum Warnock,Ewan's larkspur,Ranunculaceae
DEHAH,,Delphinium hansenii (Greene) Greene ssp. hansenii,Eldorado larkspur,Ranunculaceae
DEHAH,DEHAA,Delphinium hansenii (Greene) Greene ssp. arcuatum (Greene) Ewan,,
DEHAH,DEHEH2,Delphinium hesperium A. Gray var. hansenii Greene,,
DEHAK,,Delphinium hansenii (Greene) Greene ssp. kernense (Davidson) Ewan,Kern larkspur,Ranunculaceae
DEHAK,DEHAK2,Delphinium hansenii (Greene) Greene var. kernense Davidson,,
DEHE,,Delphinium hesperium A. Gray,foothill larkspur,Ranunculaceae
DEHE7,,Desmatodon heimii (Hedw.) Mitt.,Heim's desmatodon moss,Pottiaceae
DEHE80,,Desmodium heterocarpon (L.) DC.,Asian ticktrefoil,Fabaceae
DEHE9,,Desmodium heterophyllum (Willd.) DC.,variable-leaf ticktrefoil,Fabaceae
DEHEA,,Desmatodon heimii (Hedw.) Mitt. var. arctica (Lindb.) H.A. Crum,arctic Heim's desmatodon moss,Pottiaceae
DEHEA,DEHEO,Desmatodon heimii (Hedw.) Mitt. var. obtusifolius (R. Br.) Kuc,,
DEHEA,POHEA,Pottia heimii (Hedw.) Hampe var. arctica Lindb.,,
DEHEA,POHEO,Pottia heimii (Hedw.) Hampe var. obtusifolia (MÃ¼ll. Hal.) I. Hagen,,
DEHEA,POOB7,Pottia obtusifolia MÃ¼ll. Hal.,,
DEHEC,,Delphinium hesperium A. Gray ssp. cuyamacae (Abrams) F.H. Lewis & Epling,foothill larkspur,Ranunculaceae
DEHEC,DECU4,Delphinium cuyamacae Abrams,,
DEHEH,,Delphinium hesperium A. Gray ssp. hesperium,foothill larkspur,Ranunculaceae
DEHEH3,,Desmatodon heimii (Hedw.) Mitt. var. heimii,Heim's desmatodon moss,Pottiaceae
DEHEH3,POHE17,Pottia heimii (Hedw.) Hampe,,
DEHEH4,,Desmodium heterocarpon (L.) DC. var. heterocarpon,carpon desmodium,Fabaceae
DEHEH4,DEPO4,Desmodium polycarpon (Poir.) DC.,,
DEHEP,,Delphinium hesperium A. Gray ssp. pallescens (Ewan) F.H. Lewis & Epling,foothill larkspur,Ranunculaceae
DEHES,,Desmodium heterocarpon (L.) DC. var. strigosum van Meeuwen,Asian ticktrefoil,Fabaceae
DEHI2,,Desmodium hirtum Guill. & Perr.,,Fabaceae
DEHO2,,Deschampsia holciformis J. Presl,Pacific hairgrass,Poaceae
DEHO2,AIHO,Aira holciformis (J. Presl) Steud.,,
DEHO2,DECAH2,"Deschampsia caespitosa (L.) P. Beauv. ssp. holciformis (J. Presl) W.E. Lawrence, orth. var.",,
DEHO2,DECEH,Deschampsia cespitosa (L.) P. Beauv. ssp. holciformis (J. Presl) W.E. Lawrence,,
DEHU,,Delphinium hutchinsoniae Ewan,Monterey larkspur,Ranunculaceae
DEHU3,,Desmodium humifusum (Muhl. ex Bigelow) Beck,eastern trailing ticktrefoil,Fabaceae
DEHU3,MEHU3,Meibomia humifusa (Muhl. ex Bigelow) Kuntze,,
DEIL,,Desmanthus illinoensis (Michx.) MacMill. ex B.L. Rob. & Fernald,Illinois bundleflower,Fabaceae
DEIL,ACIL2,Acuan illinoense (Michx.) Kuntze,,
DEIL,MIIL,Mimosa illinoensis Michx.,,
DEIL2,,Desmodium illinoense A. Gray,Illinois ticktrefoil,Fabaceae
DEIL2,MEIL,Meibomia illinoensis (A. Gray) Kuntze,,
DEIN,,Delphinium inopinum (Jeps.) F.H. Lewis & Epling,unexpected larkspur,Ranunculaceae
DEIN,DEPAI,Delphinium parishii A. Gray var. inopinum Jeps.,,
DEIN12,,Dendriscocaulon intricatulum (Nyl.) Henssen,dendriscocaulon lichen,Lobariaceae
DEIN12,LEIN22,Leptogidium intricatulum Nyl.,,
DEIN12,POIN28,Polychidium intricatulum (Nyl.) Henssen,,
DEIN15,,Deinandra increscens (H.M. Hall ex D.D. Keck) B.G. Baldw.,grassland tarweed,Asteraceae
DEIN2,,Desmodium intortum (Mill.) Urb.,greenleaf ticktrefoil,Fabaceae
DEIN2,MEIN10,Meibomia intorta (Mill.) S.F. Blake,,
DEIN3,,Desmodium incanum DC.,zarzabacoa comun,Fabaceae
DEIN5,,Descurainia incana (Bernh. ex Fisch. & C.A. Mey.) Dorn,mountain tansymustard,Brassicaceae
DEIN60,,Dermatocarpon intestiniforme (KÃ¶rb.) Hasse,intestine silverskin lichen,Verrucariaceae
DEIN60,DEPO2,Dermatocarpon polyphyllum (Wulfen) Dalla Torre & Sarnth.,,
DEIN61,,Dendranthema indicum (L.) Des Moulins [excluded],,Asteraceae
DEIN61,CHIN23,Chrysanthemum indicum L.,,
DEIN7,,Delphinium Ã—inflexum Davidson (pro sp.),larkspur,Ranunculaceae
DEINA,,Desmodium incanum DC. var. angustifolium Griseb.,zarzabacoa comun,Fabaceae
DEINA,DECAA,Desmodium canum (J.F. Gmel.) Schinz & Thell. var. angustifolium (Griseb.) LÃ©on & Alain,,
DEINA2,,Deinandra Greene,tarweed,Asteraceae
DEINF2,,Deinandra increscens (H.M. Hall ex D.D. Keck) B.G. Baldw. ssp. foliosa (Hoover) B.G. Baldw.,grassland tarweed,Asteraceae
DEINF2,HEINF,Hemizonia increscens (H.M. Hall ex D.D. Keck) Tanowitz ssp. foliosa (Hoover) Tanowitz,,
DEINI,,Descurainia incana (Bernh. ex Fisch. & C.A. Mey.) Dorn ssp. incana,mountain tansymustard,Brassicaceae
DEINI,DEINM,Descurainia incana (Bernh. ex Fisch. & C.A. Mey.) Dorn var. major (Hook.) Dorn,,
DEINI,DERI2,Descurainia richardsonii O.E. Schulz,,
DEINI,DETO2,"Descurainia torulosa Rollins, nom. inq.",,
DEINI,SIIN11,Sisymbrium incanum Bernh. ex Fisch. & C.A. Mey.,,
DEINI,SORI5,Sophia richardsonii (O.E. Schulz) Rydb.,,
DEINI2,,Descurainia incana (Bernh. ex Fisch. & C.A. Mey.) Dorn ssp. incisa (Engelm. ex A. Gray) Kartesz & Gandhi,mountain tansymustard,Brassicaceae
DEINI2,DEIN13,Descurainia incisa (Engelm. ex A. Gray) Britton,,
DEINI2,DEINI6,Descurainia incisa (Engelm. ex A. Gray) Britton var. incisa,,
DEINI2,DEINI7,Descurainia incisa (Engelm. ex A. Gray) Britton ssp. incisa,,
DEINI2,DERII,Descurainia richardsonii O.E. Schulz ssp. incisa (Engelm. ex A. Gray) Detling,,
DEINI2,DERIS,Descurainia richardsonii O.E. Schulz var. sonnei (B.L. Rob.) C.L. Hitchc.,,
DEINI2,SIIN6,Sisymbrium incisum Engelm. ex A. Gray,,
DEINI2,SOIN3,Sophia incisa (Engelm. ex A. Gray) Greene,,
DEINI3,,Desmodium incanum DC. var. incanum,zarzabacoa comun,Fabaceae
DEINI3,DECA13,Desmodium canum (J.F. Gmel.) Schinz & Thell.,,
DEINI3,DEFR2,Desmodium frutescens Schindl.,,
DEINI3,DESU4,Desmodium supinum DC.,,
DEINI3,MECA15,Meibomia cana (J.F. Gmel.) S.F. Blake,,
DEINI3,MEIN9,Meibomia incana (DC.) Vail,,
DEINI3,MESU6,"Meibomia supina Britton, nom. illeg.",,
DEINI8,,Deinandra increscens (H.M. Hall ex D.D. Keck) B.G. Baldw. ssp. increscens,grassland tarweed,Asteraceae
DEINI8,HEIN5,Hemizonia increscens (H.M. Hall ex D.D. Keck) Tanowitz,,
DEINI8,HEINI,Hemizonia increscens (H.M. Hall ex D.D. Keck) Tanowitz ssp. increscens,,
DEINI8,HEPAI,Hemizonia paniculata A. Gray ssp. increscens H.M. Hall ex D.D. Keck,,
DEINP,,Descurainia incana (Bernh. ex Fisch. & C.A. Mey.) Dorn ssp. procera (Greene) Kartesz & Gandhi,mountain tansymustard,Brassicaceae
DEINP,DEINM2,Descurainia incana (Bernh. ex Fisch. & C.A. Mey.) Dorn var. macrosperma (O.E. Schulz) Dorn,,
DEINP,DERIB,Descurainia richardsonii O.E. Schulz var. brevipes (Rydb.) S.L. Welsh & Reveal,,
DEINP,DERIM,Descurainia richardsonii O.E. Schulz var. macrosperma O.E. Schulz,,
DEINP,DERIP,Descurainia richardsonii O.E. Schulz ssp. procera (Greene) Detling,,
DEINP,DERIP2,Descurainia richardsonii O.E. Schulz var. procera (Greene) Breitung,,
DEINP,SOHA6,Sophia hartwegiana (Fourn.) Greene,,
DEINP,SOPR2,Sophia procera Greene,,
DEINV,,Descurainia incana (Bernh. ex Fisch. & C.A. Mey.) Dorn ssp. viscosa (Rydb.) Kartesz & Gandhi,mountain tansymustard,Brassicaceae
DEINV,DEINV2,Descurainia incana (Bernh. ex Fisch. & C.A. Mey.) Dorn var. viscosa (Rydb.) Dorn,,
DEINV,DEINV4,Descurainia incisa (Engelm. ex A. Gray) Britton var. viscosa (Rydb.) G. Mulligan,,
DEINV,DERIV,Descurainia richardsonii O.E. Schulz ssp. viscosa (Rydb.) Detling,,
DEINV,DERIV2,Descurainia richardsonii O.E. Schulz var. viscosa (Rydb.) M. Peck,,
DEINV,SIVI9,Sisymbrium viscosum (Rydb.) Blank.,,
DEINV,SOVI4,Sophia viscosa Rydb.,,
DEINV3,,Deinandra increscens (H.M. Hall ex D.D. Keck) B.G. Baldw. ssp. villosa (Tanowitz) B.G. Baldw.,Gaviota tarplant,Asteraceae
DEINV3,HEINV,Hemizonia increscens (H.M. Hall ex D.D. Keck) Tanowitz ssp. villosa Tanowitz,,
DEIRE,,Deiregyne Schltr.,lady's tresses,Orchidaceae
DEKA,,Deparia kaalaana (Copeland) M. Kato,serpent fern,Dryopteridaceae
DEKA,ATKA,Athyrium kaalaanum Copeland,,
DEKA,DIKA,Diplazium kaalaanum (Copeland) C. Chr.,,
DELA11,,Delissea lanaiensis (Rock) Lammers,Lanai delissea,Campanulaceae
