COMMON_NAME,GENUS,SPECIESp,TreeSpecies
purple cyanea,Cyanea,macrostegia,CYMA10
Marks cyanea,Cyanea,marksii,CYMA14
hairy cyanea,Cyanea,pilosa,CYPI4
pohaku cyanea,Cyanea,pohaku,CYPO5
Molokai cyanea,Cyanea,procera,CYPR8
manyfruit cyanea,Cyanea,pycnocarpa,CYPY
oakleaf cyanea,Cyanea,quercifolia,CYQU
plateau delissea,Cyanea,rivularis,CYRI4
pua kala,Cyanea,solenocalyx,CYSO2
cyanea,Cyanea,spp.,CYANE
Kaiholena cyanea,Cyanea,stictophylla,CYST5
Mt. Kaala cyanea,Cyanea,superba,CYSU8
aku aku,Cyanea,tritomantha,CYTR6
parrotfeather treefern,Cyathea,andina,CYAN
West Indian treefern,Cyathea,arborea,CYAR
Coopers cyathea,Cyathea,cooperi,CYCO18
olioli,Cyathea,decurrens,CYDE16
Jamaican treefern,Cyathea,furfuracea,CYFU
olioli,Cyathea,lunulata,CYLU5
olioli,Cyathea,medullaris,CYME12
kattar,Cyathea,nigricans,CYNI7
small treefern,Cyathea,parvula,CYPA7
kattar,Cyathea,ponapeana,CYPO11
kattai,Ponapea,hosinoi,POHO
Ponapea ledermanniana,Ponapea,ledermanniana,POLE21
Ponapea,Ponapea,spp.,PONAP
kisaks,Pongamia,pinnata,POPI4
Abiu,Pouteria,caimito,POCA43
"elangel, chelangel",Pouteria,calcarea,POCA6
eggfruit,Pouteria,campechiana,POCA23
cocuyo,Pouteria,dictyoneura,PODI5
redmammee,Pouteria,hotteana,POHO4
bullytree,Pouteria,multiflora,POMU6
lalahag,Pouteria,obovata,POOB8
alaa,Pouteria,sandwicensis,POSA11
mammee sapote,Pouteria,sapota,POSA13
pouteria,Pouteria,spp.,POUTE
ahgao,Premna,obtusifolia,PROB
Premna pubescens,Premna,pubescens,PRPU5
aloalo,Premna,serratifolia,PRSE6
Premna,Premna,spp.,PREMN
Prestoea acuminata,Prestoea,acuminata,PRACM
Hawaii pritchardia,Pritchardia,affinis,PRAF
Maui pritchardia,Pritchardia,arecina,PRAR2
Kilauea pritchardia,Pritchardia,beccariana,PRBE
Mt. Eke pritchardia,Pritchardia,forbesiana,PRFO
Makaleha pritchardia,Pritchardia,hardyi,PRHA2
loulu lelo,Pritchardia,hillebrandii,PRHI
Waianae Range pritchardia,Pritchardia,kaalae,PRKA
Lanai pritchardia,Pritchardia,lanaiensis,PRLA3
loulu,Pritchardia,lanigera,PRLA4
Limahuli Valley pritchardia,Pritchardia,limahuliensis,PRLI2
Molokai pritchardia,Pritchardia,lowreyana,PRLO2
Koolau Range pritchardia,Pritchardia,martii,PRMA5
Alakai Swamp pritchardia,Pritchardia,minor,PRMI3
Kamalo pritchardia,Pritchardia,munroi,PRMU3
fan palm,Pritchardia,pacifica,PRPA11
Waioli Valley pritchardia,Pritchardia,perlmanii,PRPE7
Nihoa pritchardia,Pritchardia,remota,PRRE
lands of papa pritchardia,Pritchardia,schattaueri,PRSC
pritchardia,Pritchardia,spp.,PRITC
stickybud pritchardia,Pritchardia,viscosa,PRVI2
poleline pritchardia,Pritchardia,waialealeana,PRWA
guasimilla,Prockia,crucis,PRCR2
jand,Prosopis,cineraria,PRCI4
mesquite,Prosopis,juliflora,PRJU
kiawe,Prosopis,pallida,PRPA4
West Indian cherry,Prunus,myrtifolia,PRMY
western cherry laurel,Prunus,occidentalis,PROC
Prunus serotina,Prunus,serotina,PRSEC
false breadnut,Pseudolmedia,spuria,PSSP2
Florida cherry palm,Pseudophoenix,sargentii,PSSA
mountain guava,Psidium,amplexicaule,PSAM
strawberry guava,Psidium,cattleianum,PSCA
guava,Psidium,guajava,PSGU
Psidium longipes,Psidium,longipes,PSLOO
Sintenis' guava,Psidium,sintenisii,PSSI2
cachimbo-cumun,Psychotria,berteriana,PSBE
palo de cachimbo,Psychotria,brachiata,PSBR2
Browne's wild coffee,Psychotria,brownei,PSBR3
Psychotria domingensis,Psychotria,domingensis,PSDO2
Koolau Range wild coffee,Psychotria,fauriei,PSFA
largeflower wild coffee,Psychotria,grandiflora,PSGR
cachimbo grande,Psychotria,grandis,PSGR2
Kauai wild coffee,Psychotria,greenwelliae,PSGR3
Waianae Range wild coffee,Psychotria,hathewayi,PSHA2
kopikoula,Psychotria,hawaiiensis,PSHA3
woodland wild coffee,Psychotria,hexandra,PSHE2
Oahu wild coffee,Psychotria,hexandra,PSHEO
milolii kopiwai,Psychotria,hobdyi,PSHO
matalafi,Psychotria,insularum,PSIN10
kopiko kea,Psychotria,kaduana,PSKA
Douglas-fir,Pseudotsuga,menziesii,PSME
redwood,Sequoia,sempervirens,SESE3
giant sequoia,Sequoiadendron,giganteum,SEGI2
baldcypress spp.,Taxodium,spp.,TAXOD
baldcypress,Taxodium,distichum,TADI2
pondcypress,Taxodium,ascendens,TAAS
Montezuma baldcypress,Taxodium,mucronatum,TAMU
yew spp.,Taxus,spp.,TAXUS
Pacific yew,Taxus,brevifolia,TABR2
Florida yew,Taxus,floridana,TAFL
thuja spp.,Thuja,spp.,THUJA
northern white-cedar,Thuja,occidentalis,THOC2
western redcedar,Thuja,plicata,THPL
torreya (nutmeg) spp.,Torreya,spp.,TORRE
California torreya (nutmeg),Torreya,californica,TOCA
Florida torreya (nutmeg),Torreya,taxifolia,TOTA
hemlock spp.,Tsuga,spp.,TSUGA
eastern hemlock,Tsuga,canadensis,TSCA
Carolina hemlock,Tsuga,caroliniana,TSCA2
western hemlock,Tsuga,heterophylla,TSHE
mountain hemlock,Tsuga,mertensiana,TSME
Unknown dead conifer,Tree,evergreen,2TE
acacia spp.,Acacia,spp.,ACACI
sweet acacia,Acacia,farnesiana,ACFA
catclaw acacia,Acacia,greggii,ACGR
maple spp.,Acer,spp.,ACER
Florida maple,Acer,barbatum,ACBA3
bigleaf maple,Acer,macrophyllum,ACMA3
boxelder,Acer,negundo,ACNE2
black maple,Acer,nigrum,ACNI5
striped maple,Acer,pensylvanicum,ACPE
red maple,Acer,rubrum,ACRU
silver maple,Acer,saccharinum,ACSA2
sugar maple,Acer,saccharum,ACSA3
mountain maple,Acer,spicatum,ACSP2
Norway maple,Acer,platanoides,ACPL
Rocky Mountain maple,Acer,glabrum,ACGL
bigtooth maple,Acer,grandidentatum,ACGR3
chalk maple,Acer,leucoderme,ACLE
"buckeye, horsechestnut spp.",Aesculus,spp.,AESCU
Ohio buckeye,Aesculus,glabra,AEGL
yellow buckeye,Aesculus,flava,AEFL
California buckeye,Aesculus,californica,AECA
Texas buckeye,Aesculus,glabra,AEGLA
red buckeye,Aesculus,pavia,AEPA
painted buckeye,Aesculus,sylvatica,AESY
ailanthus,Ailanthus,altissima,AIAL
"mimosa, silktree",Albizia,julibrissin,ALJU
alder spp.,Alnus,spp.,ALNUS
treefern,Cyathea,spp.,CYATH
helecho gigante,Cyathea,tenera,CYTE10
olioli,Cyathea,truncata,CYTR11
Cybianthus sintenisii,Cybianthus,sintenisii,CYSI
queen sago,Cycas,circinalis,CYCI3
remiang,Cycas,revoluta,CYRE11
Cycas,Cycas,spp.,CYCAS
ola,Cyclophyllum,barbatum,CYBA7
oreganillo falso,Cynometra,portoricensis,CYPO2
gulos,Cynometra,ramiflora,CYRA8
tree-tomato,Cyphomandra,betacea,CYBE3
swamp titi,Cyrilla,racemiflora,CYRA
Cyrtandra,Cyrtandra,ramosissima,CYRA3
forest cyrtandra,Cyrtandra,giffardii,CYGI3
cyrtandra,Cyrtandra,spp.,CYRTA
candletree,Dacryodes,excelsa,DAEX
Indian rosewood,Dalbergia,sissoo,DASI
burn nose,Daphnopsis,americana,DAAM2
Heller's cieneguillo,Daphnopsis,helleriana,DAHE2
emajagua de sierra,Daphnopsis,philippiana,DAPH
Hawaii delissea,Delissea,fallax,DEFA
cutleaf delissea,Delissea,laciniata,DELA4
Niihau delissea,Delissea,niihauensis,DENI
smallflower delissea,Delissea,parviflora,DEPA9
delissea,Delissea,spp.,DELIS
leechleaf delissea,Delissea,undulata,DEUN2
royal poinciana,Delonix,regia,DERE
delonix,Delonix,spp.,DELON
salato,Dendrocnide,harveyi,DEHA5
kahtat,Dendrocnide,latifolia,DELA13
Dendrocnide,Dendrocnide,spp.,DENDR16
angelica tree,Dendropanax,arboreus,DEAR
palo de vaca,Dendropanax,laurifolius,DELA3
redpalm,Dictyosperma,album,DIAL13
chulta,Dillenia,indica,DIIN6
shrubby dillenia,Dillenia,suffruticosa,DISU11
Dimocarpus longan,Dimocarpus,longan,DILO7
mabolo,Diospyros,blancoi,DIBL3
Mabolo,Diospyros,discolor,DIDI9
Black sapote,Diospyros,ebenaster,DIEB
anume,Diospyros,elliptica,DIEL3
Diospyros ferrea,Diospyros,ferrea,DIFE5
elama,Diospyros,hillebrandii,DIHI4
persimmon,Diospyros,kaki,DIKA2
black apple,Diospyros,revoluta,DIRE6
auauli,Diospyros,samoensis,DISA16
lama,Diospyros,sandwicensis,DISA10
Chinese persimmon,Diospyros,sintenisii,DISI3
otot,Discocalyx,ponapensis,DIPO
jaboncillo,Ditta,myricoides,DIMY
Florida hopbush,Dodonaea,viscosa,DOVI
rru,Dolichandrone,spathacea,DOSP3
Ceylon gooseberry,Dovyalis,hebecarpa,DOHE2
fragrant dracaena,Dracaena,fragrans,DRFR2
Dracaena multiflora,Dracaena,multiflora,DRMU2
cafeillo,Drypetes,alba,DRAL5
varital,Drypetes,glauca,DRGL2
rosewood,Drypetes,ilicifolia,DRIL
guiana plum,Drypetes,lateriflora,DRLA3
kevert,Drypetes,nitida,DRNI3
Drypetes,Drypetes,spp.,DRYPE
none,Drypetes,vitiensis,DRVI5
Dubautia,Dubautia,demissifolia,DUDE
Dubautia,Dubautia,fallax,DUFA2
Dubautia,Dubautia,montana,DUMO2
Mauna Kea dubautia,Dubautia,arborea,DUAR
forest dubautia,Dubautia,knudsenii,DUKN
Kauai dubautia,Dubautia,microcephala,DUMI
cachimbo de gato,Psychotria,maleolens,PSMA4
aplohkateng,Psychotria,mariana,PSYMAR
cachimbo de maricao,Psychotria,maricaensis,PSMA5
forest wild coffee,Psychotria,mariniana,PSMA6
opiko,Psychotria,mauiensis,PSMA7
thicket wild coffee,Psychotria,microdon,PSMI
floating balsamo,Psychotria,nutans,PSNU2
hairy wild coffee,Psychotria,pubescens,PSPU
Psychotria rhombocarpa,Psychotria,rhombocarpa,PSRH2
Psychotria rotensis,Psychotria,rotensis,PSRO2
wild coffee,Psychotria,spp.,PSYCH
leatherleaf wild coffee,Psychotria,wawrae,PSWA2
alahee,Psydrax,odorata,PSOD
Kauai pteralyxia,Pteralyxia,kauaiensis,PTKA
ridged pteralyxia,Pteralyxia,macrocarpa,PTMA
pteralyxia,Pteralyxia,spp.,PTERA
pterocarpus,Pterocarpus,indicus,PTIN2
Burma padauk,Pterocarpus,macrocarpus,PTMA7
Malabar kino,Pterocarpus,marsupium,PTMA3
dragonsblood tree,Pterocarpus,officinalis,PTOF
Ptychococcus ledermannianus,Ptychococcus,ledermannianus,PTLE3
Macarthur feather palm,Ptychosperma,macarthuri,PTMA8
chesdbuuch,Ptychosperma,palauense,PTPA
Ptychosperma,Ptychosperma,spp.,PTYCH4
pomegranate,Punica,granatum,PUGR2
swizzlestick tree,Quararibea,turbinata,QUTU
cork oak,Quercus,suber,QUSU5
white indigoberry,Randia,aculeata,RAAC
togo vao,Rapanea,myricifolia,RAMY
omechidel,Rauvolfia,insularis,RAIN8
palo amargo,Rauvolfia,nitida,RANI2
devils-pepper,Rauvolfia,sandwicensis,RASA3
devils-pepper,Rauvolfia,spp.,RAUVO
traveler's tree,Ravenala,madagascariensis,RAMA7
tortugo prieto,Ravenia,urbanii,RAUR
vi vao,Reynoldsia,lanutoensis,RELA
ohe makai,Reynoldsia,sandwicensis,RESA
reynoldsia,Reynoldsia,spp.,REYNO
guama,Reynosia,guama,REGU
Krug's darlingplum,Reynosia,krugii,REKR
sloe,Reynosia,uncinata,REUN
Rheeda,Rheedia,edulis,RHED4
mangle,Rhizophora,apiculata,RHAP2
Rhizophora lamarckii,Rhizophora,lamarckii,RHLA12
mangle hembra,Rhizophora,mucronata,RHMU
mangrove,Rhizophora,spp.,RHIZO
Rhizophora stylosa,Rhizophora,stylosa,RHST8
rose myrtle,Rhodomyrtus,spp.,RHODO2
Rhodomyrtus tomentosus,Rhodomyrtus,tomentosa,RHTO10
neneleau,Rhus,sandwicensis,RHSA2
sumac,Rhus,spp.,RHUS
tavai,Rhus,taitensis,RHTA
castorbean,Ricinus,communis,RICO3
ricinus,Ricinus,spp.,RICIN
Rinorea carolinensis,Rinorea,carolinensis,RICA16
greenheart ebony,Rochefortia,acanthophora,ROAC2
Rochefortia spinosa,Rochefortia,spinosa,ROSP8
Rollinia,Rollinia,deliciosa,RODE5
wild sugar apple,Rollinia,mucosa,ROMU3
cordobancillo,Rondeletia,inermis,ROIN4
cordobancillo peludo,Rondeletia,pilosa,ROPI3
Juan Tomas,Rondeletia,portoricensis,ROPO
Puerto Rico royal palm,Roystonea,borinquena,ROBO
Roystonea elata,Roystonea,elata,ROEL
royal palm,Roystonea,oleracea,ROOL
red alder,Alnus,rubra,ALRU2
white alder,Alnus,rhombifolia,ALRH2
Arizona alder,Alnus,oblongifolia,ALOB2
European alder,Alnus,glutinosa,ALGL2
serviceberry spp.,Amelanchier,spp.,AMELA
common serviceberry,Amelanchier,arborea,AMAR3
roundleaf serviceberry,Amelanchier,sanguinea,AMSA
madrone spp.,Arbutus,spp.,ARBUT
Pacific madrone,Arbutus,menziesii,ARME
Arizona madrone,Arbutus,arizonica,ARAR2
Texas madrone,Arbutus,xalapensis,ARXA80
pawpaw,Asimina,triloba,ASTR
birch spp.,Betula,spp.,BETUL
yellow birch,Betula,alleghaniensis,BEAL2
sweet birch,Betula,lenta,BELE
river birch,Betula,nigra,BENI
water birch,Betula,occidentalis,BEOC2
paper birch,Betula,papyrifera,BEPA
Virginia roundleaf birch,Betula,uber,BEUB
northwestern paper birch,Betula,x utahensis,BEUT
gray birch,Betula,populifolia,BEPO
"chittamwood, gum bumelia",Sideroxylon,lanuginosum,SILAL3
"American hornbeam, musclewood",Carpinus,caroliniana,CACA18
hickory spp.,Carya,spp.,CARYA
water hickory,Carya,aquatica,CAAQ2
bitternut hickory,Carya,cordiformis,CACO15
pignut hickory,Carya,glabra,CAGL8
pecan,Carya,illinoinensis,CAIL2
shellbark hickory,Carya,laciniosa,CALA21
nutmeg hickory,Carya,myristiciformis,CAMY
shagbark hickory,Carya,ovata,CAOV2
black hickory,Carya,texana,CATE9
mockernut hickory,Carya,alba,CAAL27
sand hickory,Carya,pallida,CAPA24
scrub hickory,Carya,floridana,CAFL6
red hickory,Carya,ovalis,CAOV3
southern shagbark hickory,Carya,carolinae-septentrionalis,CACA38
chestnut spp.,Castanea,spp.,CASTA
American chestnut,Castanea,dentata,CADE12
Allegheny chinkapin,Castanea,pumila,CAPU9
Ozark chinkapin,Castanea,pumila,CAPUO
Chinese chestnut,Castanea,mollissima,CAMO83
"giant chinkapin, golden chinkapin",Chrysolepis,chrysophylla,CHCHC4
catalpa spp.,Catalpa,spp.,CATAL
southern catalpa,Catalpa,bignonioides,CABI8
northern catalpa,Catalpa,speciosa,CASP8
hackberry spp.,Celtis,spp.,CELTI
sugarberry,Celtis,laevigata,CELA
hackberry,Celtis,occidentalis,CEOC
plantainleaf dubautia,Dubautia,plantaginea,DUPL
netvein dubautia,Dubautia,reticulata,DURE2
dubautia,Dubautia,spp.,DUBAU
golden dewdrops,Duranta,erecta,DUER
Durian,Durio,zibethinus,DUZI
Dypsis lutescens,Dypsis,lutescens,DYLU
maota mea,Dysoxylum,huntii,DYHU2
maota,Dysoxylum,maota,DYMA
mamala,Dysoxylum,samoense,DYSA
Dysoxylum,Dysoxylum,spp.,DYSOX
oil nut palm,Elaeis,guineensis,ELGU
kalia,Elaeocarpus,bifidus,ELBI
syatak,Elaeocarpus,carolinensis,ELCA20
`a`mati`e,Elaeocarpus,floridanus,ELFL6
Elaeocarpus graeffei,Elaeocarpus,graeffei,ELGR
sapatua,Elaeocarpus,grandis,ELGR6
joga,Elaeocarpus,joga,ELJO
Elaeocarpus kerstingianus,Elaeocarpus,kerstingianus,ELKE
"maratte, opop",Elaeocarpus,kusanoi,ELKU
Elaeocarpus,Elaeocarpus,spp.,ELAEO
aamatie,Elaeocarpus,tonganus,ELTO4
Elaeocarpus,Elaeocarpus,ulianus,ELUL
taputoi,Elattostachys,falcata,ELFA3
utuutu,Eleocharis,dulcis,ELDU3
elaeocarpa,Endiandra,elaeocarpa,ENEL
monkeysoap,Enterolobium,cyclocarpum,ENCY
loquat,Eriobotrya,japonica,ERJA3
loquat,Eriobotrya,spp.,ERIOB
blacktorch,Erithalis,fruticosa,ERFR4
machete,Erythrina,berteriana,ERBE3
coral erythrina,Erythrina,corallodendron,ERCO22
crybabytree,Erythrina,crista-galli,ERCR6
cock's spur,Erythrina,eggersii,EREG
bucayo,Erythrina,fusca,ERFU2
mountain immortelle,Erythrina,poeppigiana,ERPO5
wili wili,Erythrina,sandwicensis,ERSA11
erythrina,Erythrina,spp.,ERYTH
gatae palagi,Erythrina,subumbrans,ERSU15
tiger's claw,Erythrina,variegata,ERVA7
tiger's claw,Erythrina,variegata,ERVAO
acuminatissimum,Erythrospermum,acuminatissimum,ERAC10
swamp-redwood,Erythroxylum,areolatum,ERAR17
ratwood,Erythroxylum,rotundifolium,ERRO3
rufous false cocaine,Erythroxylum,rufum,ERRU4
Urban's false cocaine,Erythroxylum,urbanii,ERUR4
southern mahogany,Eucalyptus,botryoides,EUBO2
applebox,Eucalyptus,bridgesiana,EUBR2
argyle apple,Eucalyptus,cinerea,EUCI80
sugargum,Eucalyptus,cladocalyx,EUCL
yate,Eucalyptus,cornuta,EUCO3
narrowleaf red ironbark,Eucalyptus,crebra,EUCR
roundleaf gum,Eucalyptus,deanei,EUDE
Indonesian gum,Eucalyptus,deglupta,EUDE2
tuart,Eucalyptus,gomphocephala,EUGO
mountain graygum,Eucalyptus,goniocalyx,EUGO2
white box,Eucalyptus,hemiphloia,EUHE12
spotted gum,Eucalyptus,maculata,EUMA23
jarrah,Eucalyptus,marginata,EUMA4
Australian tallowwood,Eucalyptus,microcorys,EUMI
gray ironbark,Eucalyptus,paniculata,EUPA
blackbutt,Eucalyptus,pilularis,EUPI
black ironbox,Eucalyptus,raveretiana,EURA4
redmahogany,Eucalyptus,resinifera,EURE2
Western Australian floodedgum,Eucalyptus,rudis,EURU2
black peppermint,Eucalyptus,salicifolia,EUSA17
Sydney bluegum,Eucalyptus,saligna,EUSA
red ironbark,Eucalyptus,sideroxylon,EUSI2
forest redgum,Eucalyptus,tereticornis,EUTE
manna gum,Eucalyptus,viminalis,EUVI
"edebsachel, chedebsachel",Eugenia,aquea,EUAQ
Puerto Rico palmetto,Sabal,causiarum,SACA
white hogwood,Sagraea,umbrosa,SAUM3
Salix humboldtiana,Salix,humboldtiana,SAHU
"etkeam, cheskeam",Samadera,indica,SAIN13
raintree,Samanea,saman,SASA10
raintree,Samanea,spp.,SAMAN
common elderberry,Sambucus,nigra,SANIC4
raintree,Sambucus,spp.,SAMBU
Graves oak,Quercus,gravesii,QUGR2
Mexican white oak,Quercus,polymorpha,QUPO2
Buckley oak,Quercus,buckleyi,QUBU2
Lacey oak,Quercus,laceyi,QULA
coastal sandalwood,Santalum,ellipticum,SAEL2
forest sandalwood,Santalum,freycinetianum,SAFR4
Haleakala sandalwood,Santalum,haleakalae,SAHA3
mountain sandalwood,Santalum,paniculatum,SAPA7
willowleaf sandalwood,Santalum,salicifolium,SASA8
sandalwood,Santalum,spp.,SANTA
lonomea,Sapindus,oahuense,SAOA3
wingleaf soapberry,Sapindus,saponaria,SASA4
soapberry,Sapindus,spp.,SAPIN
vitiensis,Sapindus,vitiensis,SAVI17
gumtree,Sapium,glandulosum,SAGL5
maskerekur,Sapium,indicum,SAIN2
hinchahuevos,Sapium,laurifolium,SALA25
milktree,Sapium,laurocerasus,SALA8
uunu,Sarcopygme,pacifica,SAPA35
amansa guapo,Savia,sessiliflora,SASE6
"Scaevola, naupaka",Scaevola,cerasifolia,SCCE3
naupaka kuahiwi,Scaevola,chamissoniana,SCCH3
mountain naupaka,Scaevola,gaudichaudiana,SCGA2
forest naupaka,Scaevola,procera,SCPR
naupaka,Scaevola,spp.,SCAEV
Florida boxwood,Schaefferia,frutescens,SCFR
schaefferia,Schaefferia,spp.,SCHAE
guayabilla,Samyda,dodecandra,SADO7
yuquilla,Schefflera,gleasonii,SCGL6
matchwood,Schefflera,morototonii,SCMO10
samoensis,Schefflera,samoensis,SCSA10
Toitoi,Scaevola,taccada,SCTA
Peruvian peppertree,Schinus,molle,SCMO
Brazilian peppertree,Schinus,terebinthifolius,SCTE
Brazilian firetree,Schizolobium,parahybum,SCPA23
lac tree,Schleichera,oleosa,SCOL3
arana,Schoepfia,arenaria,SCAR2
white beefwood,Schoepfia,obovata,SCOB
gulf graytwig,Schoepfia,schreberi,SCSC3
kuat,Scyphiphora,hydrophyllacea,SCHY5
poumuli,Securinega,flexuosa,SEFL9
tonget,Semecarpus,venenosa,SEVE4
emperor's candlesticks,Senna,alata,SEAL4
flor de San Jose,Senna,atomaria,SEAT3
Gaudichauds senna,Senna,gaudichaudii,SEGA2
false sicklepod,Senna,multijuga,SEMU5
valamuerto,Senna,pendula,SEPE4
retama prieta,Senna,polyphylla,SEPO5
senna,Senna,septemtrionalis,SESE13
Siamese cassia,Senna,siamea,SESI3
casia amarilla,Senna,spectabilis,SESP9
senna,Senna,spp.,SENNA
Senna sulfurea,Senna,sulfurea,SESU10
netleaf hackberry,Celtis,laevigata,CELAR
eastern redbud,Cercis,canadensis,CECA4
curlleaf mountain-mahogany,Cercocarpus,ledifolius,CELE3
yellowwood,Cladrastis,kentukea,CLKE
dogwood spp.,Cornus,spp.,CORNU
flowering dogwood,Cornus,florida,COFL2
Pacific dogwood,Cornus,nuttallii,CONU4
hawthorn spp.,Crataegus,spp.,CRATA
cockspur hawthorn,Crataegus,crus-galli,CRCR2
downy hawthorn,Crataegus,mollis,CRMO2
Brainerd's hawthorn,Crataegus,brainerdii,CRBR3
pear hawthorn,Crataegus,calpodendron,CRCA
fireberry hawthorn,Crataegus,chrysocarpa,CRCH
broadleaf hawthorn,Crataegus,dilatata,CRDI
fanleaf hawthorn,Crataegus,flabellata,CRFL
oneseed hawthorn,Crataegus,monogyna,CRMO3
scarlet hawthorn,Crataegus,pedicellata,CRPE
eucalyptus spp.,Eucalyptus,spp.,EUCAL
Tasmanian bluegum,Eucalyptus,globulus,EUGL
river redgum,Eucalyptus,camaldulensis,EUCA2
grand eucalyptus,Eucalyptus,grandis,EUGR12
swampmahogany,Eucalyptus,robusta,EURO2
persimmon spp.,Diospyros,spp.,DIOSP
common persimmon,Diospyros,virginiana,DIVI5
Texas persimmon,Diospyros,texana,DITE3
Anacua knockaway,Ehretia,anacua,EHAN
American beech,Fagus,grandifolia,FAGR
ash spp.,Fraxinus,spp.,FRAXI
white ash,Fraxinus,americana,FRAM2
Oregon ash,Fraxinus,latifolia,FRLA
black ash,Fraxinus,nigra,FRNI
green ash,Fraxinus,pennsylvanica,FRPE
pumpkin ash,Fraxinus,profunda,FRPR
